Date,Yield_91d,Yield_364d,Yield_10y
2000-04-30,7.9135,7.9135,10.3663
2000-05-01,7.9135,7.9135,10.3663
2000-05-02,7.9135,7.9135,10.3663
2000-05-03,7.9135,7.9135,10.3663
2000-05-04,7.9135,7.9135,10.3663
2000-05-05,7.9967,7.9967,10.3663
2000-05-06,7.9967,7.9967,10.3663
2000-05-07,7.9967,7.9967,10.3663
2000-05-08,7.9967,7.9967,10.3663
2000-05-09,7.9967,7.9967,10.3663
2000-05-10,7.9967,7.9967,10.3663
2000-05-11,7.9967,7.9967,10.3663
2000-05-12,7.9967,7.9967,10.3663
2000-05-13,7.9967,7.9967,10.3663
2000-05-14,7.9967,7.9967,10.3663
2000-05-15,7.9967,7.9967,10.3663
2000-05-16,7.9967,7.9967,10.3663
2000-05-17,7.9967,7.9967,10.3663
2000-05-18,7.9967,7.9967,10.3663
2000-05-19,8.2049,8.2049,10.3663
2000-05-20,8.2049,8.2049,10.3663
2000-05-21,8.2049,8.2049,10.3663
2000-05-22,8.2049,8.2049,10.3663
2000-05-23,8.2049,8.2049,10.3663
2000-05-24,8.2049,8.2049,10.3663
2000-05-25,8.2049,8.2049,10.3663
2000-05-26,8.7054,8.7054,10.3663
2000-05-27,8.7054,8.7054,10.3663
2000-05-28,8.7054,8.7054,10.3663
2000-05-29,8.7054,8.7054,10.3663
2000-05-30,8.7054,8.7054,10.3663
2000-05-31,8.7054,8.7054,10.8186
2000-06-01,8.7054,8.7054,10.8186
2000-06-02,8.9143,8.9143,10.8186
2000-06-03,8.9143,8.9143,10.8186
2000-06-04,8.9143,8.9143,10.8186
2000-06-05,8.9143,8.9143,10.8186
2000-06-06,8.9143,8.9143,10.8186
2000-06-07,8.9143,8.9143,10.8186
2000-06-08,8.9143,8.9143,10.8186
2000-06-09,8.9143,8.9143,10.8186
2000-06-10,8.9143,8.9143,10.8186
2000-06-11,8.9143,8.9143,10.8186
2000-06-12,8.9143,8.9143,10.8186
2000-06-13,8.9143,8.9143,10.8186
2000-06-14,8.9143,8.9143,10.8186
2000-06-15,8.9143,8.9143,10.8186
2000-06-16,8.9143,8.9143,10.8186
2000-06-17,8.9143,8.9143,10.8186
2000-06-18,8.9143,8.9143,10.8186
2000-06-19,8.9143,8.9143,10.8186
2000-06-20,8.9143,8.9143,10.8186
2000-06-21,8.9143,8.9143,10.8186
2000-06-22,8.9143,8.9143,10.8186
2000-06-23,8.9143,8.9143,10.8186
2000-06-24,8.9143,8.9143,10.8186
2000-06-25,8.9143,8.9143,10.8186
2000-06-26,8.9143,8.9143,10.8186
2000-06-27,8.9143,8.9143,10.8186
2000-06-28,8.9143,8.9143,10.8186
2000-06-29,8.9143,8.9143,10.8186
2000-06-30,8.9143,8.9143,11.1004
2000-07-01,8.9143,8.9143,11.1004
2000-07-02,8.9143,8.9143,11.1004
2000-07-03,8.9143,8.9143,11.1004
2000-07-04,8.9143,8.9143,11.1004
2000-07-05,8.9143,8.9143,11.1004
2000-07-06,8.9143,8.9143,11.1004
2000-07-07,8.8307,8.8307,11.1004
2000-07-08,8.8307,8.8307,11.1004
2000-07-09,8.8307,8.8307,11.1004
2000-07-10,8.8307,8.8307,11.1004
2000-07-11,8.8307,8.8307,11.1004
2000-07-12,8.8307,8.8307,11.1004
2000-07-13,8.8307,8.8307,11.1004
2000-07-14,8.4967,8.4967,11.1004
2000-07-15,8.4967,8.4967,11.1004
2000-07-16,8.4967,8.4967,11.1004
2000-07-17,8.4967,8.4967,11.1004
2000-07-18,8.4967,8.4967,11.1004
2000-07-19,8.4967,8.4967,11.1004
2000-07-20,8.4967,8.4967,11.1004
2000-07-21,8.8725,8.8725,11.1004
2000-07-22,8.8725,8.8725,11.1004
2000-07-23,8.8725,8.8725,11.1004
2000-07-24,8.8725,8.8725,11.1004
2000-07-25,8.8725,8.8725,11.1004
2000-07-26,8.8725,8.8725,11.1004
2000-07-27,8.8725,8.8725,11.1004
2000-07-28,9.249,9.249,11.1004
2000-07-29,9.249,9.249,11.1004
2000-07-30,9.249,9.249,11.1004
2000-07-31,9.249,9.249,11.3
2000-08-01,9.249,9.249,11.3
2000-08-02,9.249,9.249,11.3
2000-08-03,9.249,9.249,11.3
2000-08-04,8.5802,8.5802,11.3
2000-08-05,8.5802,8.5802,11.3
2000-08-06,8.5802,8.5802,11.3
2000-08-07,8.5802,8.5802,11.3
2000-08-08,8.5802,8.5802,11.3
2000-08-09,8.5802,8.5802,11.3
2000-08-10,8.5802,8.5802,11.3
2000-08-11,10.1723,10.1723,11.3
2000-08-12,10.1723,10.1723,11.3
2000-08-13,10.1723,10.1723,11.3
2000-08-14,10.1723,10.1723,11.3
2000-08-15,10.1723,10.1723,11.3
2000-08-16,10.1723,10.1723,11.3
2000-08-17,10.1723,10.1723,11.3
2000-08-18,10.1723,10.1723,11.3
2000-08-19,10.1723,10.1723,11.3
2000-08-20,10.1723,10.1723,11.3
2000-08-21,10.1723,10.1723,11.3
2000-08-22,10.1723,10.1723,11.3
2000-08-23,10.1723,10.1723,11.3
2000-08-24,10.1723,10.1723,11.3
2000-08-25,10.4669,10.4669,11.3
2000-08-26,10.4669,10.4669,11.3
2000-08-27,10.4669,10.4669,11.3
2000-08-28,10.4669,10.4669,11.3
2000-08-29,10.4669,10.4669,11.3
2000-08-30,10.4669,10.4669,11.3
2000-08-31,10.4669,10.4669,11.3715
2000-09-01,10.4669,10.4669,11.3715
2000-09-02,10.4669,10.4669,11.3715
2000-09-03,10.4669,10.4669,11.3715
2000-09-04,10.4669,10.4669,11.3715
2000-09-05,10.4669,10.4669,11.3715
2000-09-06,10.4669,10.4669,11.3715
2000-09-07,10.4669,10.4669,11.3715
2000-09-08,10.3406,10.3406,11.3715
2000-09-09,10.3406,10.3406,11.3715
2000-09-10,10.3406,10.3406,11.3715
2000-09-11,10.3406,10.3406,11.3715
2000-09-12,10.3406,10.3406,11.3715
2000-09-13,10.3406,10.3406,11.3715
2000-09-14,10.3406,10.3406,11.3715
2000-09-15,10.2143,10.2143,11.3715
2000-09-16,10.2143,10.2143,11.3715
2000-09-17,10.2143,10.2143,11.3715
2000-09-18,10.2143,10.2143,11.3715
2000-09-19,10.2143,10.2143,11.3715
2000-09-20,10.2143,10.2143,11.3715
2000-09-21,10.2143,10.2143,11.3715
2000-09-22,10.1302,10.1302,11.3715
2000-09-23,10.1302,10.1302,11.3715
2000-09-24,10.1302,10.1302,11.3715
2000-09-25,10.1302,10.1302,11.3715
2000-09-26,10.1302,10.1302,11.3715
2000-09-27,10.1302,10.1302,11.3715
2000-09-28,10.1302,10.1302,11.3715
2000-09-29,10.0041,10.0041,11.3715
2000-09-30,10.0041,10.0041,11.8051
2000-10-01,10.0041,10.0041,11.8051
2000-10-02,10.0041,10.0041,11.8051
2000-10-03,10.0041,10.0041,11.8051
2000-10-04,10.0041,10.0041,11.8051
2000-10-05,10.0041,10.0041,11.8051
2000-10-06,9.5843,9.5843,11.8051
2000-10-07,9.5843,9.5843,11.8051
2000-10-08,9.5843,9.5843,11.8051
2000-10-09,9.5843,9.5843,11.8051
2000-10-10,9.5843,9.5843,11.8051
2000-10-11,9.5843,9.5843,11.8051
2000-10-12,9.5843,9.5843,11.8051
2000-10-13,9.9201,9.9201,11.8051
2000-10-14,9.9201,9.9201,11.8051
2000-10-15,9.9201,9.9201,11.8051
2000-10-16,9.9201,9.9201,11.8051
2000-10-17,9.9201,9.9201,11.8051
2000-10-18,9.9201,9.9201,11.8051
2000-10-19,9.9201,9.9201,11.8051
2000-10-20,9.6682,9.6682,11.8051
2000-10-21,9.6682,9.6682,11.8051
2000-10-22,9.6682,9.6682,11.8051
2000-10-23,9.6682,9.6682,11.8051
2000-10-24,9.6682,9.6682,11.8051
2000-10-25,9.6682,9.6682,11.8051
2000-10-26,9.6682,9.6682,11.8051
2000-10-27,9.5004,9.5004,11.8051
2000-10-28,9.5004,9.5004,11.8051
2000-10-29,9.5004,9.5004,11.8051
2000-10-30,9.5004,9.5004,11.8051
2000-10-31,9.5004,9.5004,11.6078
2000-11-01,9.5004,9.5004,11.6078
2000-11-02,9.5004,9.5004,11.6078
2000-11-03,9.2072,9.2072,11.6078
2000-11-04,9.2072,9.2072,11.6078
2000-11-05,9.2072,9.2072,11.6078
2000-11-06,9.2072,9.2072,11.6078
2000-11-07,9.2072,9.2072,11.6078
2000-11-08,9.2072,9.2072,11.6078
2000-11-09,9.2072,9.2072,11.6078
2000-11-10,9.0816,9.0816,11.6078
2000-11-11,9.0816,9.0816,11.6078
2000-11-12,9.0816,9.0816,11.6078
2000-11-13,9.0816,9.0816,11.6078
2000-11-14,9.0816,9.0816,11.6078
2000-11-15,9.0816,9.0816,11.6078
2000-11-16,9.0816,9.0816,11.6078
2000-11-17,8.9561,8.9561,11.6078
2000-11-18,8.9561,8.9561,11.6078
2000-11-19,8.9561,8.9561,11.6078
2000-11-20,8.9561,8.9561,11.6078
2000-11-21,8.9561,8.9561,11.6078
2000-11-22,8.9561,8.9561,11.6078
2000-11-23,8.9561,8.9561,11.6078
2000-11-24,9.0816,9.0816,11.6078
2000-11-25,9.0816,9.0816,11.6078
2000-11-26,9.0816,9.0816,11.6078
2000-11-27,9.0816,9.0816,11.6078
2000-11-28,9.0816,9.0816,11.6078
2000-11-29,9.0816,9.0816,11.6078
2000-11-30,9.0816,9.0816,11.4009
2000-12-01,8.9561,8.9561,11.4009
2000-12-02,8.9561,8.9561,11.4009
2000-12-03,8.9561,8.9561,11.4009
2000-12-04,8.9561,8.9561,11.4009
2000-12-05,8.9561,8.9561,11.4009
2000-12-06,8.9561,8.9561,11.4009
2000-12-07,8.9561,8.9561,11.4009
2000-12-08,8.8725,8.8725,11.4009
2000-12-09,8.8725,8.8725,11.4009
2000-12-10,8.8725,8.8725,11.4009
2000-12-11,8.8725,8.8725,11.4009
2000-12-12,8.8725,8.8725,11.4009
2000-12-13,8.8725,8.8725,11.4009
2000-12-14,8.8725,8.8725,11.4009
2000-12-15,8.9561,8.9561,11.4009
2000-12-16,8.9561,8.9561,11.4009
2000-12-17,8.9561,8.9561,11.4009
2000-12-18,8.9561,8.9561,11.4009
2000-12-19,8.9561,8.9561,11.4009
2000-12-20,8.9561,8.9561,11.4009
2000-12-21,8.9561,8.9561,11.4009
2000-12-22,8.9561,8.9561,11.4009
2000-12-23,8.9561,8.9561,11.4009
2000-12-24,8.9561,8.9561,11.4009
2000-12-25,8.9561,8.9561,11.4009
2000-12-26,8.9561,8.9561,11.4009
2000-12-27,8.9561,8.9561,11.4009
2000-12-28,8.9561,8.9561,11.4009
2000-12-29,8.7472,8.7472,11.4009
2000-12-30,8.7472,8.7472,11.4009
2000-12-31,8.7472,8.7472,10.9359
2001-01-01,8.7472,8.7472,10.9359
2001-01-02,8.7472,8.7472,10.9359
2001-01-03,8.7472,8.7472,10.9359
2001-01-04,8.7472,8.7472,10.9359
2001-01-05,8.7472,8.7472,10.9359
2001-01-06,8.7472,8.7472,10.9359
2001-01-07,8.7472,8.7472,10.9359
2001-01-08,8.7472,8.7472,10.9359
2001-01-09,8.7472,8.7472,10.9359
2001-01-10,8.7472,8.7472,10.9359
2001-01-11,8.7472,8.7472,10.9359
2001-01-12,8.9143,8.9143,10.9359
2001-01-13,8.9143,8.9143,10.9359
2001-01-14,8.9143,8.9143,10.9359
2001-01-15,8.9143,8.9143,10.9359
2001-01-16,8.9143,8.9143,10.9359
2001-01-17,8.9143,8.9143,10.9359
2001-01-18,8.9143,8.9143,10.9359
2001-01-19,8.8725,8.8725,10.9359
2001-01-20,8.8725,8.8725,10.9359
2001-01-21,8.8725,8.8725,10.9359
2001-01-22,8.8725,8.8725,10.9359
2001-01-23,8.8725,8.8725,10.9359
2001-01-24,8.8725,8.8725,10.9359
2001-01-25,8.8725,8.8725,10.9359
2001-01-26,8.8725,8.8725,10.9359
2001-01-27,8.8725,8.8725,10.9359
2001-01-28,8.8725,8.8725,10.9359
2001-01-29,8.8725,8.8725,10.9359
2001-01-30,8.8725,8.8725,10.9359
2001-01-31,8.8725,8.8725,10.4842
2001-02-01,8.8725,8.8725,10.4842
2001-02-02,8.7054,8.7054,10.4842
2001-02-03,8.7054,8.7054,10.4842
2001-02-04,8.7054,8.7054,10.4842
2001-02-05,8.7054,8.7054,10.4842
2001-02-06,8.7054,8.7054,10.4842
2001-02-07,8.7054,8.7054,10.4842
2001-02-08,8.7054,8.7054,10.4842
2001-02-09,8.5802,8.5802,10.4842
2001-02-10,8.5802,8.5802,10.4842
2001-02-11,8.5802,8.5802,10.4842
2001-02-12,8.5802,8.5802,10.4842
2001-02-13,8.5802,8.5802,10.4842
2001-02-14,8.5802,8.5802,10.4842
2001-02-15,8.5802,8.5802,10.4842
2001-02-16,8.4967,8.4967,10.4842
2001-02-17,8.4967,8.4967,10.4842
2001-02-18,8.4967,8.4967,10.4842
2001-02-19,8.4967,8.4967,10.4842
2001-02-20,8.4967,8.4967,10.4842
2001-02-21,8.4967,8.4967,10.4842
2001-02-22,8.4967,8.4967,10.4842
2001-02-23,8.3299,8.3299,10.4842
2001-02-24,8.3299,8.3299,10.4842
2001-02-25,8.3299,8.3299,10.4842
2001-02-26,8.3299,8.3299,10.4842
2001-02-27,8.3299,8.3299,10.4842
2001-02-28,8.3299,8.3299,10.0447
2001-03-01,8.3299,8.3299,10.0447
2001-03-02,7.9551,7.9551,10.0447
2001-03-03,7.9551,7.9551,10.0447
2001-03-04,7.9551,7.9551,10.0447
2001-03-05,7.9551,7.9551,10.0447
2001-03-06,7.9551,7.9551,10.0447
2001-03-07,7.9551,7.9551,10.0447
2001-03-08,7.9551,7.9551,10.0447
2001-03-09,7.9551,7.9551,10.0447
2001-03-10,7.9551,7.9551,10.0447
2001-03-11,7.9551,7.9551,10.0447
2001-03-12,7.9551,7.9551,10.0447
2001-03-13,7.9551,7.9551,10.0447
2001-03-14,7.9551,7.9551,10.0447
2001-03-15,7.9551,7.9551,10.0447
2001-03-16,8.4967,8.4967,10.0447
2001-03-17,8.4967,8.4967,10.0447
2001-03-18,8.4967,8.4967,10.0447
2001-03-19,8.4967,8.4967,10.0447
2001-03-20,8.4967,8.4967,10.0447
2001-03-21,8.4967,8.4967,10.0447
2001-03-22,8.4967,8.4967,10.0447
2001-03-23,8.4967,8.4967,10.0447
2001-03-24,8.4967,8.4967,10.0447
2001-03-25,8.4967,8.4967,10.0447
2001-03-26,8.4967,8.4967,10.0447
2001-03-27,8.4967,8.4967,10.0447
2001-03-28,8.4967,8.4967,10.0447
2001-03-29,8.4967,8.4967,10.0447
2001-03-30,8.7472,8.7472,10.0447
2001-03-31,8.7472,8.7472,10.2737
2001-04-01,8.7472,8.7472,10.2737
2001-04-02,8.7472,8.7472,10.2737
2001-04-03,8.7472,8.7472,10.2737
2001-04-04,8.4967,8.4967,10.2737
2001-04-05,8.4967,8.4967,10.2737
2001-04-06,8.4967,8.4967,10.2737
2001-04-07,8.4967,8.4967,10.2737
2001-04-08,8.4967,8.4967,10.2737
2001-04-09,8.4967,8.4967,10.2737
2001-04-10,8.4967,8.4967,10.2737
2001-04-11,8.4967,8.4967,10.2737
2001-04-12,8.1633,8.1633,10.2737
2001-04-13,8.1633,8.1633,10.2737
2001-04-14,8.1633,8.1633,10.2737
2001-04-15,8.1633,8.1633,10.2737
2001-04-16,8.1633,8.1633,10.2737
2001-04-17,8.1633,8.1633,10.2737
2001-04-18,8.1633,8.1633,10.2737
2001-04-19,8.1633,8.1633,10.2737
2001-04-20,7.8719,7.8719,10.2737
2001-04-21,7.8719,7.8719,10.2737
2001-04-22,7.8719,7.8719,10.2737
2001-04-23,7.8719,7.8719,10.2737
2001-04-24,7.8719,7.8719,10.2737
2001-04-25,7.8719,7.8719,10.2737
2001-04-26,7.8719,7.8719,10.2737
2001-04-27,7.7056,7.7056,10.2737
2001-04-28,7.7056,7.7056,10.2737
2001-04-29,7.7056,7.7056,10.2737
2001-04-30,7.7056,7.7056,10.0779
2001-05-01,7.7056,7.7056,10.0779
2001-05-02,7.7056,7.7056,10.0779
2001-05-03,7.7056,7.7056,10.0779
2001-05-04,7.3735,7.3735,10.0779
2001-05-05,7.3735,7.3735,10.0779
2001-05-06,7.3735,7.3735,10.0779
2001-05-07,7.3735,7.3735,10.0779
2001-05-08,7.3735,7.3735,10.0779
2001-05-09,7.3735,7.3735,10.0779
2001-05-10,7.3735,7.3735,10.0779
2001-05-11,7.7056,7.7056,10.0779
2001-05-12,7.7056,7.7056,10.0779
2001-05-13,7.7056,7.7056,10.0779
2001-05-14,7.7056,7.7056,10.0779
2001-05-15,7.7056,7.7056,10.0779
2001-05-16,7.7472,7.7472,10.0779
2001-05-17,7.7472,7.7472,10.0779
2001-05-18,7.7472,7.7472,10.0779
2001-05-19,7.7472,7.7472,10.0779
2001-05-20,7.7472,7.7472,10.0779
2001-05-21,7.7472,7.7472,10.0779
2001-05-22,7.7472,7.7472,10.0779
2001-05-23,7.7472,7.7472,10.0779
2001-05-24,7.7472,7.7472,10.0779
2001-05-25,7.7472,7.7472,10.0779
2001-05-26,7.7472,7.7472,10.0779
2001-05-27,7.7472,7.7472,10.0779
2001-05-28,7.7472,7.7472,10.0779
2001-05-29,7.7472,7.7472,10.0779
2001-05-30,7.3735,7.3735,10.0779
2001-05-31,7.3735,7.3735,9.7149
2001-06-01,7.3735,7.3735,9.7149
2001-06-02,7.3735,7.3735,9.7149
2001-06-03,7.3735,7.3735,9.7149
2001-06-04,7.3735,7.3735,9.7149
2001-06-05,7.3735,7.3735,9.7149
2001-06-06,7.498,7.498,9.7149
2001-06-07,7.498,7.498,9.7149
2001-06-08,7.498,7.498,9.7149
2001-06-09,7.498,7.498,9.7149
2001-06-10,7.498,7.498,9.7149
2001-06-11,7.498,7.498,9.7149
2001-06-12,7.498,7.498,9.7149
2001-06-13,7.249,7.249,9.7149
2001-06-14,7.249,7.249,9.7149
2001-06-15,7.249,7.249,9.7149
2001-06-16,7.249,7.249,9.7149
2001-06-17,7.249,7.249,9.7149
2001-06-18,7.249,7.249,9.7149
2001-06-19,7.249,7.249,9.7149
2001-06-20,7.1247,7.1247,9.7149
2001-06-21,7.1247,7.1247,9.7149
2001-06-22,7.1247,7.1247,9.7149
2001-06-23,7.1247,7.1247,9.7149
2001-06-24,7.1247,7.1247,9.7149
2001-06-25,7.1247,7.1247,9.7149
2001-06-26,7.1247,7.1247,9.7149
2001-06-27,7.0832,7.0832,9.7149
2001-06-28,7.0832,7.0832,9.7149
2001-06-29,7.0832,7.0832,9.7149
2001-06-30,7.0832,7.0832,9.4551
2001-07-01,7.0832,7.0832,9.4551
2001-07-02,7.0832,7.0832,9.4551
2001-07-03,7.0832,7.0832,9.4551
2001-07-04,7.0418,7.0418,9.4551
2001-07-05,7.0418,7.0418,9.4551
2001-07-06,7.0418,7.0418,9.4551
2001-07-07,7.0418,7.0418,9.4551
2001-07-08,7.0418,7.0418,9.4551
2001-07-09,7.0418,7.0418,9.4551
2001-07-10,7.0418,7.0418,9.4551
2001-07-11,7.0418,7.0418,9.4551
2001-07-12,7.0418,7.0418,9.4551
2001-07-13,7.0418,7.0418,9.4551
2001-07-14,7.0418,7.0418,9.4551
2001-07-15,7.0418,7.0418,9.4551
2001-07-16,7.0418,7.0418,9.4551
2001-07-17,7.0418,7.0418,9.4551
2001-07-18,7.1247,7.1247,9.4551
2001-07-19,7.1247,7.1247,9.4551
2001-07-20,7.1247,7.1247,9.4551
2001-07-21,7.1247,7.1247,9.4551
2001-07-22,7.1247,7.1247,9.4551
2001-07-23,7.1247,7.1247,9.4551
2001-07-24,7.1247,7.1247,9.4551
2001-07-25,7.0832,7.0832,9.4551
2001-07-26,7.0832,7.0832,9.4551
2001-07-27,7.0832,7.0832,9.4551
2001-07-28,7.0832,7.0832,9.4551
2001-07-29,7.0832,7.0832,9.4551
2001-07-30,7.0832,7.0832,9.4551
2001-07-31,7.0832,7.0832,9.2609
2001-08-01,7.0004,7.0004,9.2609
2001-08-02,7.0004,7.0004,9.2609
2001-08-03,7.0004,7.0004,9.2609
2001-08-04,7.0004,7.0004,9.2609
2001-08-05,7.0004,7.0004,9.2609
2001-08-06,7.0004,7.0004,9.2609
2001-08-07,7.0004,7.0004,9.2609
2001-08-08,6.959,6.959,9.2609
2001-08-09,6.959,6.959,9.2609
2001-08-10,6.959,6.959,9.2609
2001-08-11,6.959,6.959,9.2609
2001-08-12,6.959,6.959,9.2609
2001-08-13,6.959,6.959,9.2609
2001-08-14,6.8762,6.8762,9.2609
2001-08-15,6.8762,6.8762,9.2609
2001-08-16,6.8762,6.8762,9.2609
2001-08-17,6.8762,6.8762,9.2609
2001-08-18,6.8762,6.8762,9.2609
2001-08-19,6.8762,6.8762,9.2609
2001-08-20,6.8762,6.8762,9.2609
2001-08-21,6.8762,6.8762,9.2609
2001-08-22,6.8762,6.8762,9.2609
2001-08-23,6.8762,6.8762,9.2609
2001-08-24,6.8762,6.8762,9.2609
2001-08-25,6.8762,6.8762,9.2609
2001-08-26,6.8762,6.8762,9.2609
2001-08-27,6.8762,6.8762,9.2609
2001-08-28,6.8762,6.8762,9.2609
2001-08-29,6.8348,6.8348,9.2609
2001-08-30,6.8348,6.8348,9.2609
2001-08-31,6.8348,6.8348,9.1394
2001-09-01,6.8348,6.8348,9.1394
2001-09-02,6.8348,6.8348,9.1394
2001-09-03,6.8348,6.8348,9.1394
2001-09-04,6.8348,6.8348,9.1394
2001-09-05,6.8348,6.8348,9.1394
2001-09-06,6.8348,6.8348,9.1394
2001-09-07,6.8348,6.8348,9.1394
2001-09-08,6.8348,6.8348,9.1394
2001-09-09,6.8348,6.8348,9.1394
2001-09-10,6.8348,6.8348,9.1394
2001-09-11,6.8348,6.8348,9.1394
2001-09-12,7.0004,7.0004,9.1394
2001-09-13,7.0004,7.0004,9.1394
2001-09-14,7.0004,7.0004,9.1394
2001-09-15,7.0004,7.0004,9.1394
2001-09-16,7.0004,7.0004,9.1394
2001-09-17,7.0004,7.0004,9.1394
2001-09-18,7.0004,7.0004,9.1394
2001-09-19,7.2076,7.2076,9.1394
2001-09-20,7.2076,7.2076,9.1394
2001-09-21,7.2076,7.2076,9.1394
2001-09-22,7.2076,7.2076,9.1394
2001-09-23,7.2076,7.2076,9.1394
2001-09-24,7.2076,7.2076,9.1394
2001-09-25,7.2076,7.2076,9.1394
2001-09-26,7.0004,7.0004,9.1394
2001-09-27,7.0004,7.0004,9.1394
2001-09-28,7.0004,7.0004,9.1394
2001-09-29,7.0004,7.0004,9.1394
2001-09-30,7.0004,7.0004,9.1468
2001-10-01,7.0004,7.0004,9.1468
2001-10-02,7.0004,7.0004,9.1468
2001-10-03,6.8762,6.8762,9.1468
2001-10-04,6.8762,6.8762,9.1468
2001-10-05,6.8762,6.8762,9.1468
2001-10-06,6.8762,6.8762,9.1468
2001-10-07,6.8762,6.8762,9.1468
2001-10-08,6.8762,6.8762,9.1468
2001-10-09,6.8762,6.8762,9.1468
2001-10-10,6.9176,6.9176,9.1468
2001-10-11,6.9176,6.9176,9.1468
2001-10-12,6.9176,6.9176,9.1468
2001-10-13,6.9176,6.9176,9.1468
2001-10-14,6.9176,6.9176,9.1468
2001-10-15,6.9176,6.9176,9.1468
2001-10-16,6.9176,6.9176,9.1468
2001-10-17,7.0004,7.0004,9.1468
2001-10-18,7.0004,7.0004,9.1468
2001-10-19,7.0004,7.0004,9.1468
2001-10-20,7.0004,7.0004,9.1468
2001-10-21,7.0004,7.0004,9.1468
2001-10-22,7.0004,7.0004,9.1468
2001-10-23,7.0004,7.0004,9.1468
2001-10-24,6.628,6.628,9.1468
2001-10-25,6.628,6.628,9.1468
2001-10-26,6.628,6.628,9.1468
2001-10-27,6.628,6.628,9.1468
2001-10-28,6.628,6.628,9.1468
2001-10-29,6.628,6.628,9.1468
2001-10-30,6.628,6.628,9.1468
2001-10-31,6.7107,6.7107,8.7893
2001-11-01,6.7107,6.7107,8.7893
2001-11-02,6.7107,6.7107,8.7893
2001-11-03,6.7107,6.7107,8.7893
2001-11-04,6.7107,6.7107,8.7893
2001-11-05,6.7107,6.7107,8.7893
2001-11-06,6.7107,6.7107,8.7893
2001-11-07,6.7107,6.7107,8.7893
2001-11-08,6.7107,6.7107,8.7893
2001-11-09,6.7107,6.7107,8.7893
2001-11-10,6.7107,6.7107,8.7893
2001-11-11,6.7107,6.7107,8.7893
2001-11-12,6.7107,6.7107,8.7893
2001-11-13,6.7107,6.7107,8.7893
2001-11-14,6.7107,6.7107,8.7893
2001-11-15,6.7107,6.7107,8.7893
2001-11-16,6.7107,6.7107,8.7893
2001-11-17,6.7107,6.7107,8.7893
2001-11-18,6.7107,6.7107,8.7893
2001-11-19,6.7107,6.7107,8.7893
2001-11-20,6.7107,6.7107,8.7893
2001-11-21,6.7107,6.7107,8.7893
2001-11-22,6.7107,6.7107,8.7893
2001-11-23,6.7107,6.7107,8.7893
2001-11-24,6.7107,6.7107,8.7893
2001-11-25,6.7107,6.7107,8.7893
2001-11-26,6.7107,6.7107,8.7893
2001-11-27,6.7107,6.7107,8.7893
2001-11-28,6.5041,6.5041,8.7893
2001-11-29,6.5041,6.5041,8.7893
2001-11-30,6.5041,6.5041,7.9239
2001-12-01,6.5041,6.5041,7.9239
2001-12-02,6.5041,6.5041,7.9239
2001-12-03,6.5041,6.5041,7.9239
2001-12-04,6.5041,6.5041,7.9239
2001-12-05,6.5867,6.5867,7.9239
2001-12-06,6.5867,6.5867,7.9239
2001-12-07,6.5867,6.5867,7.9239
2001-12-08,6.5867,6.5867,7.9239
2001-12-09,6.5867,6.5867,7.9239
2001-12-10,6.5867,6.5867,7.9239
2001-12-11,6.5867,6.5867,7.9239
2001-12-12,6.7521,6.7521,7.9239
2001-12-13,6.7521,6.7521,7.9239
2001-12-14,6.7521,6.7521,7.9239
2001-12-15,6.7521,6.7521,7.9239
2001-12-16,6.7521,6.7521,7.9239
2001-12-17,6.7521,6.7521,7.9239
2001-12-18,6.7521,6.7521,7.9239
2001-12-19,6.959,6.959,7.9239
2001-12-20,6.959,6.959,7.9239
2001-12-21,6.959,6.959,7.9239
2001-12-22,6.959,6.959,7.9239
2001-12-23,6.959,6.959,7.9239
2001-12-24,6.959,6.959,7.9239
2001-12-25,6.959,6.959,7.9239
2001-12-26,7.249,7.249,7.9239
2001-12-27,7.249,7.249,7.9239
2001-12-28,7.249,7.249,7.9239
2001-12-29,7.249,7.249,7.9239
2001-12-30,7.249,7.249,7.9239
2001-12-31,7.249,7.249,8.2666
2002-01-01,7.249,7.249,8.2666
2002-01-02,6.959,6.959,8.2666
2002-01-03,6.959,6.959,8.2666
2002-01-04,6.959,6.959,8.2666
2002-01-05,6.959,6.959,8.2666
2002-01-06,6.959,6.959,8.2666
2002-01-07,6.959,6.959,8.2666
2002-01-08,6.959,6.959,8.2666
2002-01-09,6.8348,6.8348,8.2666
2002-01-10,6.8348,6.8348,8.2666
2002-01-11,6.8348,6.8348,8.2666
2002-01-12,6.8348,6.8348,8.2666
2002-01-13,6.8348,6.8348,8.2666
2002-01-14,6.8348,6.8348,8.2666
2002-01-15,6.8348,6.8348,8.2666
2002-01-16,6.7107,6.7107,8.2666
2002-01-17,6.7107,6.7107,8.2666
2002-01-18,6.7107,6.7107,8.2666
2002-01-19,6.7107,6.7107,8.2666
2002-01-20,6.7107,6.7107,8.2666
2002-01-21,6.7107,6.7107,8.2666
2002-01-22,6.7107,6.7107,8.2666
2002-01-23,6.5867,6.5867,8.2666
2002-01-24,6.5867,6.5867,8.2666
2002-01-25,6.5867,6.5867,8.2666
2002-01-26,6.5867,6.5867,8.2666
2002-01-27,6.5867,6.5867,8.2666
2002-01-28,6.5867,6.5867,8.2666
2002-01-29,6.5867,6.5867,8.2666
2002-01-30,6.5454,6.5454,8.2666
